MB_X,MB_Y,MF_X,MF_Y,SMF_X,SMF_Y,MFonMB,Crits,Crits_incog,Choice,Subj
-2.9844,2.0261,-3.1648,1.8667,-3.1648,1.8667,-0.0065185,0,0,1,36
-2.9844,2.0261,-3.1648,1.8667,-3.1648,1.8667,-0.0065185,0,0,1,36
-2.9844,2.0261,-3.1648,3.8667,-3.1648,3.8667,2.9935,1,0,1,36
3.0156,-2.9739,2.8352,-3.1333,2.8352,-3.1333,-0.0065185,0,0,0,36
-2.9844,5.0261,-3.1648,4.8667,-3.1648,4.8667,-0.0065185,0,0,1,36
3.0156,-2.9739,2.8352,-3.1333,2.8352,-3.1333,-0.0065185,0,0,0,36
-2.9844,4.0261,-3.1648,2.8667,-3.1648,2.8667,-0.0065185,0,0,1,36
-2.9844,5.0261,-3.1648,4.8667,-3.1648,4.8667,-0.0065185,0,0,1,36
-2.9844,3.0261,-3.1648,2.8667,-3.1648,2.8667,-0.0065185,0,0,1,36
-2.9844,3.0261,-3.1648,3.8667,-3.1648,3.8667,3.9935,1,0,1,36
-2.9844,2.0261,-3.1648,3.8667,-3.1648,3.8667,-0.0065185,0,0,1,36
-2.9844,3.0261,-3.1648,1.8667,-3.1648,1.8667,-0.0065185,0,0,1,36
-2.9844,5.0261,-3.1648,2.8667,-3.1648,2.8667,-0.0065185,0,0,1,36
-2.9844,5.0261,-3.1648,4.8667,-3.1648,4.8667,-0.0065185,0,0,1,36
-2.9844,2.0261,-3.1648,1.8667,-3.1648,1.8667,-0.0065185,0,0,1,36
2.0156,-2.9739,1.8352,-3.1333,1.8352,-3.1333,-0.0065185,0,0,0,36
-2.9844,2.0261,-3.1648,4.8667,-3.1648,4.8667,-4.0065,1,0,0,36
2.0156,-1.9739,-4.1648,-3.1333,-4.1648,-3.1333,-0.0065185,0,0,0,36
-1.9844,4.0261,-2.1648,3.8667,-2.1648,3.8667,-0.0065185,0,0,1,36
-1.9844,5.0261,-2.1648,4.8667,-2.1648,4.8667,-0.0065185,0,0,1,36
4.0156,-1.9739,4.8352,-3.1333,4.8352,-3.1333,-0.0065185,0,0,0,36
3.0156,-1.9739,2.8352,-3.1333,2.8352,-3.1333,-0.0065185,0,0,0,36
-1.9844,3.0261,-3.1648,3.8667,-3.1648,3.8667,3.9935,1,0,1,36
-1.9844,5.0261,-2.1648,3.8667,-2.1648,3.8667,-0.0065185,0,0,1,36
2.0156,-1.9739,1.8352,-3.1333,1.8352,-3.1333,-0.0065185,0,0,0,36
-1.9844,1.0261,-2.1648,4.8667,-2.1648,4.8667,-0.0065185,0,0,1,36
-1.9844,1.0261,-3.1648,0.8667,-3.1648,0.8667,-0.0065185,0,0,1,36
1.0156,-1.9739,0.83519,-3.1333,0.83519,-3.1333,1.9935,1,0,1,36
1.0156,1.0261,0.83519,0.8667,0.83519,0.8667,-0.0065185,0,0,1,36
2.0156,1.0261,-2.1648,0.8667,-2.1648,0.8667,-0.0065185,0,0,0,36
1.0156,2.0261,0.83519,1.8667,0.83519,1.8667,-0.0065185,0,0,1,36
3.0156,1.0261,1.8352,-2.1333,1.8352,-2.1333,-0.0065185,0,0,0,36
2.0156,1.0261,2.8352,-2.1333,2.8352,-2.1333,-0.0065185,0,0,0,36
2.0156,1.0261,1.8352,-2.1333,1.8352,-2.1333,3.9935,1,0,1,36
1.0156,2.0261,0.83519,-4.1333,0.83519,-4.1333,-0.0065185,0,0,0,36
2.0156,3.0261,1.8352,2.8667,1.8352,2.8667,-0.0065185,0,0,1,36
4.0156,2.0261,3.8352,-4.1333,3.8352,-4.1333,-0.0065185,0,0,0,36
2.0156,2.0261,1.8352,-4.1333,1.8352,-4.1333,-0.0065185,0,0,0,36
2.0156,5.0261,-4.1648,0.8667,-4.1648,0.8667,-0.0065185,0,0,1,36
2.0156,4.0261,-4.1648,3.8667,-4.1648,3.8667,-0.0065185,0,0,1,36
2.0156,4.0261,1.8352,4.8667,1.8352,4.8667,2.9935,1,0,1,36
2.0156,2.0261,1.8352,2.8667,1.8352,2.8667,-0.0065185,0,0,1,36
2.0156,2.0261,1.8352,1.8667,1.8352,1.8667,-0.0065185,0,0,1,36
2.0156,2.0261,1.8352,1.8667,1.8352,1.8667,-2.0065,1,0,0,36
0.01555,2.0261,-4.1648,-2.1333,-4.1648,-2.1333,-0.0065185,0,0,0,36
0.01555,2.0261,-0.16481,1.8667,-0.16481,1.8667,3.9935,1,0,1,36
5.0156,0.026113,4.8352,-4.1333,4.8352,-4.1333,-0.0065185,0,0,0,36
-0.98445,0.026113,-1.1648,-4.1333,-1.1648,-4.1333,-0.0065185,0,0,1,36
0.01555,-0.97389,-0.16481,-1.1333,-0.16481,-1.1333,-0.0065185,0,0,0,36
0.01555,-0.97389,-0.16481,-2.1333,-0.16481,-2.1333,3.9935,1,0,1,36
0.01555,-1.9739,-4.1648,-1.1333,-4.1648,-1.1333,-0.0065185,0,0,0,36
-1.9844,1.0261,-1.1648,-0.1333,-1.1648,-0.1333,-0.0065185,0,0,1,36
5.0156,-1.9739,4.8352,-2.1333,4.8352,-2.1333,-0.0065185,0,0,0,36
-1.9844,1.0261,-1.1648,0.8667,-1.1648,0.8667,-0.0065185,0,0,1,36
3.0156,-1.9739,0.83519,-2.1333,0.83519,-2.1333,-0.0065185,0,0,0,36
-1.9844,5.0261,-1.1648,2.8667,-1.1648,2.8667,-0.0065185,0,0,1,36
5.0156,-1.9739,4.8352,-1.1333,4.8352,-1.1333,1.9935,1,0,1,36
1.0156,5.0261,0.83519,-2.1333,0.83519,-2.1333,-0.0065185,0,0,0,36
5.0156,3.0261,-2.1648,-2.1333,-2.1648,-2.1333,-0.0065185,0,0,1,36
3.0156,5.0261,2.8352,-2.1333,2.8352,-2.1333,-4.0065,1,0,0,36
2.0156,5.0261,1.8352,-2.1333,1.8352,-2.1333,-0.0065185,0,0,0,36
5.0156,1.0261,-2.1648,3.8667,-2.1648,3.8667,-0.0065185,0,0,1,36
5.0156,1.0261,4.8352,0.8667,4.8352,0.8667,2.9935,1,0,1,36
5.0156,3.0261,4.8352,2.8667,4.8352,2.8667,-0.0065185,0,0,1,36
5.0156,5.0261,4.8352,4.8667,4.8352,4.8667,-0.0065185,0,0,1,36
4.0156,5.0261,2.8352,-2.1333,2.8352,-2.1333,-0.0065185,0,0,0,36
5.0156,4.0261,-2.1648,3.8667,-2.1648,3.8667,-0.0065185,0,0,1,36
5.0156,4.0261,4.8352,3.8667,4.8352,3.8667,-4.0065,1,0,0,36
4.0156,-0.97389,3.8352,-2.1333,3.8352,-2.1333,-0.0065185,0,0,0,36
-0.98445,-1.9739,-2.1648,-4.1333,-2.1648,-4.1333,-0.0065185,0,0,0,36
-2.9844,-1.9739,-3.1648,-4.1333,-3.1648,-4.1333,-0.0065185,0,0,1,36
-2.9844,-1.9739,-3.1648,-2.1333,-3.1648,-2.1333,-0.0065185,0,0,1,36
-2.9844,-2.9739,-1.1648,-3.1333,-1.1648,-3.1333,-0.0065185,0,0,0,36
-2.9844,-0.97389,-2.1648,-3.1333,-2.1648,-3.1333,-0.0065185,0,0,1,36
-2.9844,-3.9739,-2.1648,-4.1333,-2.1648,-4.1333,-0.0065185,0,0,0,36
-3.9844,-2.9739,-1.1648,-3.1333,-1.1648,-3.1333,-4.0065,1,0,0,36
-1.9844,-2.9739,-2.1648,-3.1333,-2.1648,-3.1333,-0.0065185,0,0,0,36
-2.9844,-1.9739,-4.1648,-4.1333,-4.1648,-4.1333,-0.0065185,0,0,1,36
-2.9844,0.026113,-4.1648,-0.1333,-4.1648,-0.1333,-0.0065185,0,0,1,36
0.01555,-2.9739,-2.1648,-4.1333,-2.1648,-4.1333,2.9935,1,0,1,36
2.0156,0.026113,1.8352,-3.1333,1.8352,-3.1333,-0.0065185,0,0,0,36
2.0156,0.026113,1.8352,-3.1333,1.8352,-3.1333,-0.0065185,0,0,0,36
4.0156,0.026113,3.8352,-3.1333,3.8352,-3.1333,-0.0065185,0,0,0,36
0.01555,4.0261,-2.1648,-3.1333,-2.1648,-3.1333,2.9935,1,0,1,36
3.0156,0.026113,2.8352,-3.1333,2.8352,-3.1333,-0.0065185,0,0,0,36
0.01555,4.0261,-2.1648,2.8667,-2.1648,2.8667,-0.0065185,0,0,1,36
0.01555,5.0261,-2.1648,3.8667,-2.1648,3.8667,-0.0065185,0,0,1,36
4.0156,0.026113,3.8352,-3.1333,3.8352,-3.1333,-0.0065185,0,0,0,36
0.01555,4.0261,-2.1648,4.8667,-2.1648,4.8667,-0.0065185,0,0,1,36
0.01555,5.0261,-3.1648,4.8667,-3.1648,4.8667,-0.0065185,0,0,1,36
0.01555,3.0261,-2.1648,3.8667,-2.1648,3.8667,-0.0065185,0,0,1,36
0.01555,3.0261,-2.1648,2.8667,-2.1648,2.8667,-4.0065,1,0,0,36
3.0156,2.0261,-4.1648,-3.1333,-4.1648,-3.1333,-0.0065185,0,0,1,36
3.0156,3.0261,-4.1648,2.8667,-4.1648,2.8667,-0.0065185,0,0,1,36
3.0156,5.0261,-4.1648,4.8667,-4.1648,4.8667,-0.0065185,0,0,1,36
5.0156,3.0261,1.8352,-4.1333,1.8352,-4.1333,3.9935,1,0,0,36
5.0156,3.0261,-4.1648,2.8667,-4.1648,2.8667,3.9935,1,0,1,36
5.0156,5.0261,-4.1648,-4.1333,-4.1648,-4.1333,-0.0065185,0,0,1,36
2.0156,5.0261,1.8352,-4.1333,1.8352,-4.1333,-0.0065185,0,0,0,36
4.0156,5.0261,3.8352,-4.1333,3.8352,-4.1333,-0.0065185,0,0,0,36
5.0156,4.0261,-4.1648,4.8667,-4.1648,4.8667,-3.0065,1,0,1,36
5.0156,0.026113,-4.1648,-3.1333,-4.1648,-3.1333,-0.0065185,0,0,0,36
1.0156,0.026113,0.83519,-3.1333,0.83519,-3.1333,-0.0065185,0,0,0,36
-0.98445,0.026113,-1.1648,-0.1333,-1.1648,-0.1333,-0.0065185,0,0,1,36
1.0156,-0.97389,-3.1648,-4.1333,-3.1648,-4.1333,-0.0065185,0,0,0,36
5.0156,-0.97389,4.8352,-4.1333,4.8352,-4.1333,-0.0065185,0,0,0,36
-0.98445,3.0261,-1.1648,0.8667,-1.1648,0.8667,-0.0065185,0,0,1,36
-0.98445,3.0261,-1.1648,2.8667,-1.1648,2.8667,-2.0065,1,0,0,36
-0.98445,3.0261,-4.1648,-2.1333,-4.1648,-2.1333,-0.0065185,0,0,0,36
-2.9844,3.0261,-3.1648,-2.1333,-3.1648,-2.1333,-0.0065185,0,0,1,36
-2.9844,2.0261,-1.1648,1.8667,-1.1648,1.8667,-0.0065185,0,0,1,36
-2.9844,-1.9739,-1.1648,-2.1333,-1.1648,-2.1333,-0.0065185,0,0,0,36
-0.98445,-1.9739,-1.1648,2.8667,-1.1648,2.8667,-0.0065185,0,0,0,36
-0.98445,-1.9739,-1.1648,2.8667,-1.1648,2.8667,-0.0065185,0,0,0,36
3.0156,-1.9739,-3.1648,-2.1333,-3.1648,-2.1333,-0.0065185,0,0,0,36
3.0156,-1.9739,2.8352,2.8667,2.8352,2.8667,-0.0065185,0,0,0,36
3.0156,-1.9739,2.8352,-2.1333,2.8352,-2.1333,-0.0065185,0,0,0,36
0.01555,-1.9739,-0.16481,-2.1333,-0.16481,-2.1333,-0.0065185,0,0,1,36
0.01555,1.0261,2.8352,0.8667,2.8352,0.8667,-0.0065185,0,0,1,36
0.01555,5.0261,-0.16481,4.8667,-0.16481,4.8667,-0.0065185,0,0,1,36
4.0156,0.026113,2.8352,2.8667,2.8352,2.8667,-0.0065185,0,0,0,36
0.01555,2.0261,2.8352,3.8667,2.8352,3.8667,-0.0065185,0,0,1,36
0.01555,2.0261,-0.16481,1.8667,-0.16481,1.8667,-4.0065,1,0,0,36
2.0156,2.0261,1.8352,1.8667,1.8352,1.8667,-0.0065185,0,0,0,36
-1.9844,2.0261,2.8352,-4.1333,2.8352,-4.1333,-0.0065185,0,0,1,36
2.0156,-1.9739,1.8352,2.8667,1.8352,2.8667,0.99348,1,0,0,36
-0.98445,-1.9739,-1.1648,2.8667,-1.1648,2.8667,-0.0065185,0,0,0,36
1.0156,-1.9739,0.83519,2.8667,0.83519,2.8667,-0.0065185,0,0,0,36
4.0156,-0.97389,-3.1648,1.8667,-3.1648,1.8667,-0.0065185,0,0,0,37
-0.98445,-0.97389,1.8352,3.8667,1.8352,3.8667,-0.0065185,0,0,1,37
-0.98445,1.0261,1.8352,0.8667,1.8352,0.8667,-0.0065185,0,0,0,37
1.0156,0.026113,-1.1648,-0.1333,-1.1648,-0.1333,-0.0065185,0,0,0,37
0.01555,-0.97389,-0.16481,0.8667,-0.16481,0.8667,-0.0065185,0,0,0,37
0.01555,-0.97389,-0.16481,0.8667,-0.16481,0.8667,-0.0065185,0,0,0,37
-0.98445,-0.97389,-1.1648,0.8667,-1.1648,0.8667,-0.0065185,0,0,1,37
-2.9844,-0.97389,-1.1648,-1.1333,-1.1648,-1.1333,-0.0065185,0,0,0,37
0.01555,-0.97389,-3.1648,-1.1333,-3.1648,-1.1333,-0.0065185,0,0,0,37
1.0156,-0.97389,0.83519,-1.1333,0.83519,-1.1333,-0.0065185,0,0,0,37
4.0156,-0.97389,-0.16481,-1.1333,-0.16481,-1.1333,-0.0065185,0,0,0,37
-0.98445,4.0261,-1.1648,3.8667,-1.1648,3.8667,-0.0065185,0,0,1,37
4.0156,-0.97389,3.8352,-1.1333,3.8352,-1.1333,-5.0065,1,0,0,37
4.0156,-0.97389,4.8352,-1.1333,4.8352,-1.1333,-0.0065185,0,0,0,37
3.0156,-0.97389,3.8352,-1.1333,3.8352,-1.1333,-0.0065185,0,0,0,37
5.0156,-0.97389,2.8352,-1.1333,2.8352,-1.1333,-0.0065185,0,0,0,37
3.0156,-0.97389,2.8352,-1.1333,2.8352,-1.1333,-0.0065185,0,0,0,37
-0.98445,5.0261,-1.1648,4.8667,-1.1648,4.8667,-0.0065185,0,0,1,37
5.0156,-0.97389,4.8352,-1.1333,4.8352,-1.1333,-5.0065,1,0,0,37
1.0156,-0.97389,0.83519,-1.1333,0.83519,-1.1333,-0.0065185,0,0,0,37
-1.9844,-0.97389,4.8352,-1.1333,4.8352,-1.1333,-0.0065185,0,0,1,37
-1.9844,-2.9739,4.8352,-3.1333,4.8352,-3.1333,-0.0065185,0,0,0,37
-1.9844,-2.9739,-2.1648,-1.1333,-2.1648,-1.1333,-0.0065185,0,0,0,37
-1.9844,-2.9739,-2.1648,-3.1333,-2.1648,-3.1333,1.9935,1,0,0,37
1.0156,-2.9739,0.83519,-3.1333,0.83519,-3.1333,-0.0065185,0,0,0,37
-2.9844,-2.9739,-1.1648,-3.1333,-1.1648,-3.1333,-0.0065185,0,0,0,37
2.0156,-2.9739,1.8352,-3.1333,1.8352,-3.1333,-0.0065185,0,0,0,37
-2.9844,0.026113,-3.1648,-3.1333,-3.1648,-3.1333,-0.0065185,0,0,0,37
-3.9844,0.026113,-4.1648,-3.1333,-4.1648,-3.1333,-0.0065185,0,0,1,37
-3.9844,-2.9739,-4.1648,-3.1333,-4.1648,-3.1333,-0.0065185,0,0,1,37
-2.9844,-3.9739,-0.16481,-4.1333,-0.16481,-4.1333,-4.0065,1,0,1,37
1.0156,-2.9739,-2.1648,-0.1333,-2.1648,-0.1333,-0.0065185,0,0,0,37
1.0156,-2.9739,0.83519,-0.1333,0.83519,-0.1333,-0.0065185,0,0,0,37
0.01555,-2.9739,-0.16481,3.8667,-0.16481,3.8667,-0.0065185,0,0,1,37
0.01555,3.0261,0.83519,2.8667,0.83519,2.8667,-0.0065185,0,0,1,37
0.01555,5.0261,-0.16481,4.8667,-0.16481,4.8667,-0.0065185,0,0,1,37
0.01555,5.0261,0.83519,4.8667,0.83519,4.8667,-0.0065185,0,0,1,37
0.01555,3.0261,0.83519,2.8667,0.83519,2.8667,-0.0065185,0,0,1,37
3.0156,0.026113,-0.16481,0.8667,-0.16481,0.8667,-3.0065,1,0,0,37
0.01555,3.0261,-0.16481,2.8667,-0.16481,2.8667,3.9935,1,0,1,37
0.01555,4.0261,-0.16481,3.8667,-0.16481,3.8667,-0.0065185,0,0,1,37
4.0156,0.026113,-0.16481,0.8667,-0.16481,0.8667,-0.0065185,0,0,0,37
2.0156,0.026113,1.8352,0.8667,1.8352,0.8667,-0.0065185,0,0,0,37
0.01555,2.0261,0.83519,3.8667,0.83519,3.8667,-2.0065,1,0,1,37
0.01555,1.0261,-0.16481,-2.1333,-0.16481,-2.1333,-0.0065185,0,0,0,37
-1.9844,1.0261,-2.1648,-2.1333,-2.1648,-2.1333,-0.0065185,0,0,1,37
-1.9844,-1.9739,-2.1648,-2.1333,-2.1648,-2.1333,-0.0065185,0,0,0,37
5.0156,-1.9739,4.8352,0.8667,4.8352,0.8667,-0.0065185,0,0,0,37
2.0156,-1.9739,0.83519,0.8667,0.83519,0.8667,-0.0065185,0,0,0,37
2.0156,-1.9739,1.8352,-2.1333,1.8352,-2.1333,3.9935,1,0,0,37
-1.9844,3.0261,-2.1648,-4.1333,-2.1648,-4.1333,-0.0065185,0,0,1,37
3.0156,-1.9739,2.8352,0.8667,2.8352,0.8667,-0.0065185,0,0,0,37
4.0156,-1.9739,2.8352,0.8667,2.8352,0.8667,-0.0065185,0,0,0,37
2.0156,-1.9739,1.8352,0.8667,1.8352,0.8667,-0.0065185,0,0,0,37
-1.9844,0.026113,-2.1648,-0.1333,-2.1648,-0.1333,-0.0065185,0,0,0,37
1.0156,0.026113,0.83519,-0.1333,0.83519,-0.1333,-0.0065185,0,0,0,37
0.01555,1.0261,3.8352,0.8667,3.8352,0.8667,-4.0065,1,0,1,37
0.01555,0.026113,-0.16481,-0.1333,-0.16481,-0.1333,-0.0065185,0,0,0,37
4.0156,0.026113,3.8352,-0.1333,3.8352,-0.1333,-0.0065185,0,0,0,37
3.0156,0.026113,2.8352,-0.1333,2.8352,-0.1333,-0.0065185,0,0,1,37
3.0156,-2.9739,3.8352,-3.1333,3.8352,-3.1333,-0.0065185,0,0,0,37
-1.9844,-2.9739,2.8352,-3.1333,2.8352,-3.1333,-0.0065185,0,0,1,37
-0.98445,-1.9739,-4.1648,-2.1333,-4.1648,-2.1333,-0.0065185,0,0,0,37
-1.9844,-0.97389,-2.1648,-1.1333,-2.1648,-1.1333,4.9935,1,0,0,37
-0.98445,-0.97389,4.8352,-1.1333,4.8352,-1.1333,-0.0065185,0,0,1,37
-0.98445,-0.97389,-1.1648,-1.1333,-1.1648,-1.1333,-0.0065185,0,0,1,37
-0.98445,0.026113,2.8352,4.8667,2.8352,4.8667,-0.0065185,0,0,1,37
1.0156,-0.97389,0.83519,-1.1333,0.83519,-1.1333,-0.0065185,0,0,0,37
0.01555,-0.97389,-0.16481,-1.1333,-0.16481,-1.1333,-0.0065185,0,0,0,37
-0.98445,0.026113,-1.1648,-0.1333,-1.1648,-0.1333,4.9935,1,0,0,37
3.0156,0.026113,2.8352,-0.1333,2.8352,-0.1333,-0.0065185,0,0,0,37
0.01555,-0.97389,4.8352,-1.1333,4.8352,-1.1333,-0.0065185,0,0,1,37
0.01555,0.026113,2.8352,4.8667,2.8352,4.8667,-0.0065185,0,0,1,37
0.01555,0.026113,-0.16481,-0.1333,-0.16481,-0.1333,-0.0065185,0,0,0,37
0.01555,0.026113,2.8352,-0.1333,2.8352,-0.1333,3.9935,1,0,1,37
0.01555,2.0261,-0.16481,1.8667,-0.16481,1.8667,-0.0065185,0,0,1,37
0.01555,4.0261,2.8352,3.8667,2.8352,3.8667,-0.0065185,0,0,1,37
1.0156,0.026113,0.83519,-0.1333,0.83519,-0.1333,-0.0065185,0,0,0,37
1.0156,0.026113,4.8352,-0.1333,4.8352,-0.1333,-0.0065185,0,0,0,37
0.01555,4.0261,-0.16481,3.8667,-0.16481,3.8667,-0.0065185,0,0,1,37
0.01555,4.0261,2.8352,3.8667,2.8352,3.8667,4.9935,1,0,1,37
0.01555,2.0261,-0.16481,4.8667,-0.16481,4.8667,-0.0065185,0,0,1,37
5.0156,0.026113,1.8352,-0.1333,1.8352,-0.1333,-0.0065185,0,0,0,37
0.01555,3.0261,2.8352,4.8667,2.8352,4.8667,-0.0065185,0,0,1,37
0.01555,3.0261,-0.16481,2.8667,-0.16481,2.8667,-0.0065185,0,0,1,37
0.01555,3.0261,2.8352,2.8667,2.8352,2.8667,-0.0065185,0,0,1,37
0.01555,5.0261,-0.16481,2.8667,-0.16481,2.8667,-0.0065185,0,0,1,37
0.01555,5.0261,2.8352,4.8667,2.8352,4.8667,2.9935,1,0,1,37
4.0156,0.026113,3.8352,-0.1333,3.8352,-0.1333,-0.0065185,0,0,0,37
5.0156,0.026113,4.8352,-0.1333,4.8352,-0.1333,-0.0065185,0,0,0,37
0.01555,5.0261,2.8352,2.8667,2.8352,2.8667,-0.0065185,0,0,1,37
0.01555,3.0261,2.8352,4.8667,2.8352,4.8667,-0.0065185,0,0,1,37
0.01555,3.0261,2.8352,2.8667,2.8352,2.8667,2.9935,1,0,1,37
0.01555,2.0261,2.8352,2.8667,2.8352,2.8667,-0.0065185,0,0,1,37
0.01555,2.0261,2.8352,1.8667,2.8352,1.8667,-2.0065,1,0,0,37
1.0156,2.0261,-0.16481,1.8667,-0.16481,1.8667,-0.0065185,0,0,0,37
1.0156,2.0261,0.83519,1.8667,0.83519,1.8667,1.9935,1,0,1,37
4.0156,1.0261,-2.1648,-2.1333,-2.1648,-2.1333,-0.0065185,0,0,1,37
0.01555,4.0261,-0.16481,3.8667,-0.16481,3.8667,-0.0065185,0,0,1,37
0.01555,4.0261,0.83519,-2.1333,0.83519,-2.1333,-0.0065185,0,0,1,37
0.01555,1.0261,-0.16481,3.8667,-0.16481,3.8667,-0.0065185,0,0,1,37
0.01555,1.0261,-0.16481,0.8667,-0.16481,0.8667,-0.0065185,0,0,1,37
-0.98445,0.026113,0.83519,-0.1333,0.83519,-0.1333,-0.0065185,0,0,0,37
0.01555,-0.97389,0.83519,-1.1333,0.83519,-1.1333,-4.0065,1,0,0,37
2.0156,-0.97389,1.8352,-4.1333,1.8352,-4.1333,-0.0065185,0,0,0,37
-1.9844,-0.97389,-0.16481,-1.1333,-0.16481,-1.1333,-0.0065185,0,0,1,37
-1.9844,4.0261,-0.16481,3.8667,-0.16481,3.8667,-0.0065185,0,0,1,37
-1.9844,4.0261,-2.1648,3.8667,-2.1648,3.8667,-0.0065185,0,0,1,37
3.0156,-1.9739,-4.1648,-0.1333,-4.1648,-0.1333,-0.0065185,0,0,0,37
-1.9844,3.0261,-0.16481,2.8667,-0.16481,2.8667,-4.0065,1,0,0,37
-0.98445,3.0261,-2.1648,2.8667,-2.1648,2.8667,-0.0065185,0,0,1,37
-0.98445,3.0261,-1.1648,2.8667,-1.1648,2.8667,-0.0065185,0,0,0,37
0.01555,3.0261,-2.1648,2.8667,-2.1648,2.8667,-0.0065185,0,0,0,37
0.01555,3.0261,-0.16481,-4.1333,-0.16481,-4.1333,-0.0065185,0,0,1,37
0.01555,3.0261,-0.16481,2.8667,-0.16481,2.8667,4.9935,1,0,1,37
0.01555,4.0261,-0.16481,4.8667,-0.16481,4.8667,-0.0065185,0,0,1,37
4.0156,0.026113,3.8352,-0.1333,3.8352,-0.1333,-0.0065185,0,0,1,37
4.0156,-2.9739,3.8352,-3.1333,3.8352,-3.1333,-0.0065185,0,0,0,37
-2.9844,3.0261,-0.16481,3.8667,-0.16481,3.8667,-0.0065185,0,0,1,37
-2.9844,3.0261,-0.16481,2.8667,-0.16481,2.8667,-0.0065185,0,0,1,37
5.0156,-2.9739,2.8352,-3.1333,2.8352,-3.1333,-0.0065185,0,0,0,37
-2.9844,3.0261,-0.16481,2.8667,-0.16481,2.8667,-0.0065185,0,0,1,37
-2.9844,3.0261,-0.16481,4.8667,-0.16481,4.8667,-3.0065,1,0,1,37
-2.9844,0.026113,-0.16481,-3.1333,-0.16481,-3.1333,-0.0065185,0,0,0,37
0.01555,-2.9739,-3.1648,-3.1333,-3.1648,-3.1333,-0.0065185,0,0,0,37
-2.9844,0.026113,-3.1648,-0.1333,-3.1648,-0.1333,-0.0065185,0,0,0,37
-2.9844,0.026113,-3.1648,-0.1333,-3.1648,-0.1333,1.9935,1,0,0,37
-3.9844,0.026113,-2.1648,-0.1333,-2.1648,-0.1333,-0.0065185,0,0,1,37
4.0156,-3.9739,3.8352,-4.1333,3.8352,-4.1333,-0.0065185,0,0,0,37
-3.9844,4.0261,-2.1648,-0.1333,-2.1648,-0.1333,-0.0065185,0,0,1,37
4.0156,-3.9739,3.8352,-4.1333,3.8352,-4.1333,2.9935,1,0,0,37
-3.9844,4.0261,-4.1648,-3.1333,-4.1648,-3.1333,-0.0065185,0,0,1,37
-3.9844,2.0261,-2.1648,1.8667,-2.1648,1.8667,-0.0065185,0,0,1,37
-3.9844,0.026113,-4.1648,-0.1333,-4.1648,-0.1333,-0.0065185,0,0,0,37
0.01555,0.026113,-0.16481,-0.1333,-0.16481,-0.1333,-0.0065185,0,0,0,37
0.01555,-2.9739,3.8352,-3.1333,3.8352,-3.1333,-0.0065185,0,0,0,37
0.01555,-2.9739,-0.16481,-3.1333,-0.16481,-3.1333,-0.0065185,0,0,0,37
-2.9844,1.0261,-3.1648,-0.1333,-3.1648,-0.1333,-0.0065185,0,0,1,37
-2.9844,1.0261,-2.1648,0.8667,-2.1648,0.8667,-3.0065,1,0,1,37
4.0156,-2.9739,3.8352,-3.1333,3.8352,-3.1333,-0.0065185,0,0,0,37
-2.9844,0.026113,-3.1648,-3.1333,-3.1648,-3.1333,-0.0065185,0,0,1,37
-2.9844,-1.9739,-2.1648,-2.1333,-2.1648,-2.1333,-0.0065185,0,0,0,37
-1.9844,1.0261,-0.16481,-3.1333,-0.16481,-3.1333,-0.0065185,0,0,1,37
1.0156,-1.9739,0.83519,-2.1333,0.83519,-2.1333,-5.0065,1,0,0,37
1.0156,-1.9739,0.83519,-0.1333,0.83519,-0.1333,-0.0065185,0,0,0,37
3.0156,-1.9739,2.8352,-2.1333,2.8352,-2.1333,-0.0065185,0,0,0,37
-1.9844,1.0261,-0.16481,4.8667,-0.16481,4.8667,-0.0065185,0,0,1,37
1.0156,-1.9739,0.83519,-0.1333,0.83519,-0.1333,-3.0065,1,0,0,37
1.0156,-1.9739,0.83519,-0.1333,0.83519,-0.1333,-0.0065185,0,0,0,37
-1.9844,-1.9739,-0.16481,2.8667,-0.16481,2.8667,-0.0065185,0,0,0,37
-1.9844,1.0261,-2.1648,0.8667,-2.1648,0.8667,-0.0065185,0,0,1,37
-1.9844,5.0261,-2.1648,4.8667,-2.1648,4.8667,-0.0065185,0,0,1,37
-1.9844,3.0261,-2.1648,2.8667,-2.1648,2.8667,-0.0065185,0,0,1,37
-1.9844,4.0261,2.8352,-2.1333,2.8352,-2.1333,-0.0065185,0,0,1,37
-1.9844,4.0261,-2.1648,3.8667,-2.1648,3.8667,-4.0065,1,0,1,37
0.01555,-1.9739,-0.16481,2.8667,-0.16481,2.8667,-0.0065185,0,0,0,37
-1.9844,3.0261,-2.1648,-4.1333,-2.1648,-4.1333,-0.0065185,0,0,1,37
-1.9844,0.026113,-2.1648,-0.1333,-2.1648,-0.1333,-0.0065185,0,0,1,37
-1.9844,5.0261,-2.1648,2.8667,-2.1648,2.8667,-0.0065185,0,0,1,37
-1.9844,4.0261,-2.1648,3.8667,-2.1648,3.8667,-0.0065185,0,0,1,37
-1.9844,2.0261,2.8352,4.8667,2.8352,4.8667,-0.0065185,0,0,1,37
-1.9844,0.026113,2.8352,-0.1333,2.8352,-0.1333,-0.0065185,0,0,1,37
1.0156,-1.9739,1.8352,2.8667,1.8352,2.8667,-0.0065185,0,0,0,37
-1.9844,3.0261,-2.1648,2.8667,-2.1648,2.8667,-0.0065185,0,0,1,37
