"subject","datestamp","timestamp","version","comments","id"
"A15LFIRQ542D1T_dg_v15","2015-03-30","21:50:48","dde_fmri_4","Picked one color to begin with, then if it started to lose money I would switch back and forth trying to guage which would make more. If I was not losing I generally stayed with one color.","246"
"A39M1U0GJ1YWBD_dg_v15","2015-03-30","22:37:36","dde_fmri_4","undefined","247"
"AZ0C38Q5UJFT8_dg_v15","2015-03-30","23:26:17","dde_fmri_4","As long as one of the colors was paying out positively, I repeatedly chose that color until it went negative and then switched to the other color. If both red and blue were negative then I alternated choices until one was positive.","248"
"A1VJ1TO31WA9I2_dg_v15","2015-04-08","15:47:37","dde_fmri_5","As long as a color was giving me positive results, I stuck with it.  As soon as it started turning negative, I switched to the other one to see how it was performing.","249"
"AKM7BAAH9OPGW_dg_v15","2015-04-08","15:51:22","dde_fmri_5","I tried to go with the shape that gave the most point, and every 10 or so I would try the other even if I was getting good payoffs, just to test it out. I gave up on blue for a while in the middle because it was doing so poorly. ","250"
"A3DFAMWCUGEYTD_dg_v15","2015-04-08","15:51:59","dde_fmri_5","I kept track of the colors that were coming up and then tried to estimate when the color would change. I felt I could of done better. I also want to say this was very fun and I enjoyed it very much.","251"
"AD317NO9623GZ_dg_v15","2015-04-08","15:53:41","dde_fmri_5","Use my instincts like you said.  Keep with a winner until it lost and then switch","252"
"AJMBYHZ9NMWWD_dg_v15","2015-04-08","15:55:02","dde_fmri_5","Whenever I began losing, I would switch up what numbers I was selecting. Sometimes I even had to alternate between circle and square to make money.","253"
"AAGAJDP2T9DYO_dg_v15","2015-04-08","15:57:27","dde_fmri_5","I just went with the simple and basic strategy of switching colors when the gray shape was 0 or if the shape I have been choosing went negative.","254"
"A1KFGU5623A7H_dg_v15","2015-04-08","15:57:44","dde_fmri_5","I used the goal and tried to watch and see which it landed on was positive for points and made my decisions from that.","255"
"A2HM35CWB7IIFM_dg_v15","2015-04-08","15:59:22","dde_fmri_5","I thought of odds and evens instead of colors to make it easier. I stuck with a color if it gave any reward, but it was hard when both were penalizing instead of giving points.","256"
"AY62M3SXPNANR_dg_v15","2015-04-08","16:04:24","dde_fmri_5","I would see what the previous value of the colors were, and see whether the values were going up or down. Based on that I made my choices.","257"
"A351PQHZ7KOX56_dg_v15","2015-04-08","16:04:28","dde_fmri_5","I based it on what I thought were streaks","258"
"A1XQLUUL2K4DC7_dg_v15","2015-04-08","16:08:19","dde_fmri_5","thinking about money and colours","259"
"A2Z3B875S9CQP1_dg_v15","2015-04-08","16:08:24","dde_fmri_5","My strategy was to test and see which shape/color was hitting high then I would run with that shape/color until it hit negative a few times, at this time I would change to the other shape/color. I repeated this process through out the task.","260"
"A1ZG7VYH0DUEXW_dg_v15","2015-04-08","16:08:24","dde_fmri_5","I chose randomly at first until I got a color that was winning and then I stuck with it until it started losing, then I would switch. I just kept going back and forth like that.","261"
"A3GYJ7ZDKUZP7L_dg_v15","2015-04-08","16:08:42","dde_fmri_5","I tried to go with my gut and see which I thought would give me the most points.  I did not do well at all.","262"
"A36KDWI1CGJFFA_dg_v15","2015-04-08","16:13:38","dde_fmri_5","undefined","263"
"A3OV174HQJIJK8_dg_v15","2015-04-08","16:14:31","dde_fmri_5","I stuck with a number/shape/color combination until it started to give me losses... then I would switch to the other number/shape/color combination for a while. This game was very discouraging, as I went from over 100 points to a negative number very quickly, and I felt there was no point to it anymore once I got down so low. ","264"
"AWIRARX73E609_dg_v15","2015-04-08","16:15:04","dde_fmri_5","My basic strategy was to go with the number that was hitting and stay until it dipped under -1 or -2 and sometimes it seemed you were going to lose either way and it was best to minimize the loss.","265"
"A15EZJS1DROADE_dg_v15","2015-04-08","16:17:47","dde_fmri_5","I went with red. I used my gut feelings.","266"
"A3PN17H3QT51O_dg_v15","2015-04-08","16:27:05","dde_fmri_5","I stuck with what was hitting + numbers until I hit a few - in a row then decided if I was on the hot number or not.","267"
"A1QV697IH6FN26_dg_v15","2015-04-08","16:35:17","dde_fmri_5","my startegy was to keep up with instructions so as to pick correct number other wise this was a excellent survey","268"
"AM0X2DZF3F2E3_dg_v15","2015-04-08","16:42:18","dde_fmri_5","My strategy was to compare the two choices round by round--which one was worth more? Was it worth continuing to pick the number/color combo or should I risk the other color? It was interesting that I mostly chose red/even, though. It seemed to be the luckiest for me.","269"
"A6UCL995Y1LFC_dg_v15","2015-04-08","16:52:50","dde_fmri_5","Tried my best to avoid losing points, and tried to switch when the numbers were in down turn.","270"
"A3F7TD3W9043EO_dg_v15","2015-04-08","16:54:46","dde_fmri_5","I just tried to stick with what was good but failed mizerably","271"
" A37SWSQVI72K8_dg_v15","2015-04-08","16:55:29","dde_fmri_5","tried to pick what was hot if i started losing i switched","272"
"AMM44H2YGFFYB_dg_v15","2015-04-08","17:24:39","dde_fmri_5","I switched when I had to.","273"
"A1OECORKX1KM7J_dg_v15","2015-04-08","17:25:58","dde_fmri_5","First I would pick one of the colors and click the number related to that number, if I saw that it gave me negative points then I would switch to the other color.","274"
"A3AIQHEJZ80G56_dg_v15","2015-04-08","17:26:06","dde_fmri_5","Following hot colors.","275"
"A3G2NVZWJQH4YH_dg_v15","2015-04-08","17:27:58","dde_fmri_5","To change my goals if they were not paying off.","276"
"AHY3YAYJLTW32_dg_v15","2015-04-08","17:35:06","dde_fmri_5","tried to figure out the trend and ride the wave.","277"
"A280RC0S51YKFT_dg_v15","2015-04-08","17:47:01","dde_fmri_5","I like that the game tries to trick you by putting in greens, or that there is an algorithm that drove how much all 3 colors were earning, so it was sometimes in your best interest to get green, even though there was no way to force it - very cool game, I think I did pretty well ;D ","278"
"A2DZW5E52SJ93H_dg_v15","2015-04-08","17:49:11","dde_fmri_5","I think it was mostly random and impossible to get very high, or at worst, rigged.","279"
"A687ZQI3JL82Z_dg_v15","2015-04-08","17:55:25","dde_fmri_5","Well, for me I chose my favorite color which is blue and that was my target. #1 and #3. I began selecting the odd #. When I saw a decline I chose the even number hoping for a change. By your instructions I tried looking for patterns. I attributed the changes to the rise and fall of ocean waves. I know it may sound kind of corny, but that is how I looked at it.","280"
"A13AYDBBTFY5ZK_dg_v15","2015-04-08","18:04:58","dde_fmri_5","undefined","281"
"A3IKQMEMAIWAQU_dg_v15","2015-04-08","18:07:52","dde_fmri_5","If I got negative points on one color, I switched. This obviously was not a good strategy because I still got several negatives in a row trying it, so I fail to see any sort of pattern that is 100% correct. ","282"
"A19406O89BADON _dg_v15","2015-04-08","18:11:00","dde_fmri_5","There was almost like an oscilator of red and blue going from hot to cold. Also sometimes you could catch one be at -1 then 0 before it goes positive, knowing that the other option was prob a -8, -10","283"
"AK14IU983WG1W_dg_v15","2015-04-08","18:16:42","dde_fmri_5","My strategy was to stick with one color until it consistently gave negatives and then I changed to the opposite color for a while, until it consistently gave negatives.","284"
"A5LLCNRZ7U2UK_dg_v15","2015-04-08","18:23:46","dde_fmri_5","The game wasnt fair when you get minus it mostly above 9 but when it add it less than 6 most of the time. Tohught I had a pattern going aand then just got minus for 4mins straight.","285"
"A1UFGETGYUY3W6_dg_v15","2015-04-08","18:27:14","dde_fmri_5","If the points were consistently positive I would choose the numbers corresponding to that one until the numbers became consistenly negative (usually more than 2-3 times) If the numbers remained consistently negative then I would try choosing the other numbers.","286"
"ADVZAZ12Z8N9J_dg_v15","2015-04-08","18:27:35","dde_fmri_5","undefined","287"
"A3OQIVVNLXU5RL_dg_v15","2015-04-08","18:33:14","dde_fmri_5","Once a color lost value, I switched to the other color. I based this off of the gray color, as well, to see if it was worth staying with the blue/red color. This was very fun! Thank you!","288"
"A3VMRA1QTI88FT_dg_v15","2015-04-08","18:37:37","dde_fmri_5","I just remembered what number went with each color and shape. ","289"
"A22JUNEG1JA8Q7_dg_v15","2015-04-08","19:00:54","dde_fmri_5","Once a number set (odd or even) provided positive results, I chose that set until it went negative","290"
"A1OS92MWUJORBS_dg_v15","2015-04-08","19:24:32","dde_fmri_5","undefined","291"
"A20AONV3KV51TF_dg_v15","2015-04-08","21:04:35","dde_fmri_5","undefined","292"
"finaltest_adam_dg_v15","2015-05-13","16:01:22","noGoalInstructions_v","test comment","293"
"A1C0P72V4V16QN_dg_v15","2015-05-14","15:31:04","dawstage2_v2","I picked the numbers that seemed to be paying until they went negative and then I switched.","294"
"AG69D84PK7TAQ_dg_v15","2015-05-14","15:35:06","numberSum_v2","I would make both numbers, and keep going with the one that was more beneficial until it got cold. Then I would switch to the other  one, generally.","295"
"A21067N8V2SXXU_dg_v15","2015-05-14","15:35:24","dawstage2_v2","It was random choices as I thought the game would go completely different in real trials.","296"
"A2H4HYDI6FFAMQ_dg_v15","2015-05-14","15:35:35","dawstage2_v2","Ride the hot side","297"
"A34HA6251RR0LH_dg_v15","2015-05-14","15:35:36","dawstage2_v2","I was just going with the flowing and visualizing what shapes were trending numbers and when they got cold, I switched to a different shape.","298"
"A1C3XJHRDUGLJK_dg_v15","2015-05-14","15:36:01","dawstage2_v2","Blue was odd numbers and red was even numbers. I chose the ones that had positive point values and when they went to negative I checked other ones.","299"
"AEDZ28Z7EP1GC_dg_v15","2015-05-14","15:36:41","dawstage2_v2","Tried to stick with shapes trending towards a positive score potential. even if it was a small amount. I did not want to try to test other shapes for points until the shape I was hitting turned to a 0.","300"
"A3W6T1WDYXMR3_dg_v15","2015-05-14","15:36:54","numberSum_v2","I would keep picking a number until it hit 0 points (Not 0, but 0 points).  Then I would switch.  I would switch if I got 2 or 3 negatives in a row.  Geting a zero instead of 16 or 21 had no effect on my picking.","301"
"A15LHHN76OW2UM_dg_v15","2015-05-14","15:37:05","dawstage2_v2","click on winners abandon losers","302"
"A17Y0LJ0OO8ODX_dg_v15","2015-05-14","15:37:26","dawstage2_v2","Tried each and tried each shape then stuck with one in the positive until it went red, then switched.","303"
"A2SSC9PR4KPNPQ_dg_v15","2015-05-14","15:37:33","dawstage2_v2","I tried to go with what was making the most money until it I started losing, then I switched to another shape and number.","304"
"AUL2TWDHADXPR_dg_v15","2015-05-14","15:37:37","dawstage2_v2","aaaadf","305"
"A3FOKP72T5I4FR_dg_v15","2015-05-14","15:37:39","dawstage2_v2","I tried to keep with the ones that were giving more points","306"
"AV3GP5YAMSMSL_dg_v15","2015-05-14","15:38:03","numberSum_v2","no strategy","307"
"A2CXM1FC43S9B_dg_v15","2015-05-14","15:38:03","dawstage2_v2","i assocuated colors with numbers and targeted the same number once i found out it was a positive number","308"
"AV5Z0FXAJY9RT_dg_v15","2015-05-14","15:38:34","numberSum_v2","If I was winning big with one number, I would continue on that path until I lost a big number and then switch. It was a very enjoyable task to complete.","309"
"A13OOUR0WU1KSL_dg_v15","2015-05-14","15:39:06","dawstage2_v2","I set my goal and stayed on task. I kept in mind that red was 2 & 4 and blue was 1 & 3 and I switched it up when I started to lose repeatedly.","310"
"A3E9G8O1QJ503F_dg_v15","2015-05-14","15:39:17","numberSum_v2","As te number I was choosing got me less points, I would move to the next number.","311"
"A35R226UNOV9WP_dg_v15","2015-05-14","15:39:25","dawstage2_v2","If I hit a positive number, I kept rolling with it. For example, if I hit an odd number circle and it was positive, then I kept going with odd number circle until it gave me negative numbers. For the green I just guessed.","312"
"A1RK314J53UKIN_dg_v15","2015-05-14","15:39:27","dawstage2_v2","If red diamond pays well on 2, do it again until it loses, then change, etc. ","313"
"A3Q9ZIMTXSQE21_dg_v15","2015-05-14","15:39:35","dawstage2_v2","mostly random","314"
"A3OE7882P03XR4_dg_v15","2015-05-14","15:39:36","numberSum_v2","stick with a number until it wasnt hot then switch over or back and forth.","315"
"A11S43P3WNLIZD_dg_v15","2015-05-14","15:40:14","dawstage2_v2","REALLY HAD NONE","316"
"A12O9P1OTMJOPW_dg_v15","2015-05-14","15:40:47","dawstage2_v2","I tried a odd/even and shape combo. If it resulted in a gain, I stuck with it until I started getting losses, then tried different combos until I found one that was giving gains. Rinse and repeat.","317"
"A3J27BBO6PUUQP_dg_v15","2015-05-14","15:41:10","numberSum_v2","I randomly tested the other goal number when the reward would get lower, or become negative.","318"
"A2DTCOQKE0OYYJ_dg_v15","2015-05-14","15:41:28","dawstage2_v2","I would choose until finding a winning one and go with that until it went negative. ","319"
"A29U4ZQRLMIB61_dg_v15","2015-05-14","15:41:28","dawstage2_v2","Very engaging, thank you. It went by so quickly you end up just having to use instinct and gut reaction. I tried to have a strategy but it was costing me, so I then went with just not thinking about it, instead reacting and going where my gut told me to go.","320"
"AY7WOX4UCIBU2_dg_v15","2015-05-14","15:41:37","dawstage2_v2","If I lost points on the first try I just tried another pattern until I hit a positive gain.","321"
"A1U3KTAUMV7QKT_dg_v15","2015-05-14","15:42:05","dawstage2_v2","I watched the value, and when it reached 1 or zero I moved on to a different shape. ","322"
"A3JSKHBZSNAGF9_dg_v15","2015-05-14","15:42:27","numberSum_v2","undefined","323"
"A2IB6M3TAYO525_dg_v15","2015-05-14","15:42:35","dawstage2_v2","I tried to tell which shapes were getting me the most points as a trend and make my choices accordingly to maximize my points. Unfortunately, though, that was very difficult, especially towards the end.","324"
"A101WUMP4O5DY7_dg_v15","2015-05-14","15:42:45","numberSum_v2","I stayed on one number as long as it was getting plus points and changed to the other number when it got minus. ","325"
"A3C34FI8E7P48K_dg_v15","2015-05-14","15:43:26","numberSum_v2","I just reacted to the negative numbers.","326"
"AV9Z2855F3GXH_dg_v15","2015-05-14","15:43:26","numberSum_v2","keep hitting 21 until a few negative numbers in a row, then switch to 16","327"
"A2WXD54Q9P937H_dg_v15","2015-05-14","15:43:58","dawstage2_v2","If one was going down I would start picking a different one once it went to 0 or below. At one point it seemed like as the blue circle went down the blue square went up and vice versa.","328"
"A3KX54J8XBF2AF_dg_v15","2015-05-14","15:44:17","numberSum_v2","16 seemed to be more frequent than 21; so I chose 16 most of the time, but still gave some chances for 21 to be the number.","329"
"A04612451X3K1REKZJHOT_dg_v15","2015-05-14","15:44:52","dawstage2_v2","Losing more on a certain color, pick the other color. If a particular object was ""hot"" I would stick with that until it started to get negative points.","330"
"APAZUYIE0P17M_dg_v15","2015-05-14","15:45:05","numberSum_v2","Any time I received negative points I started trying to make the other number.","331"
"A36JGDU8QZV5YE_dg_v15","2015-05-14","15:45:26","dawstage2_v2","once I found a shape that was giving me positive points I would keep going back to that one until it gave me a 0 or gave me negative points.  Then I would switch to the opposite set of numbers and a shape in there to see if one of those would give me positive points.  I would switch around until I found the one giving me positive numbers then I would just stick with that shape until it started giving me zeros or negative numbers.  In the beginning I switched around more to try and find the shape that was giving out positive 4 or 5 points but I found if I did this then I incurred a lot of negative points too, so it was not worth it in the end. ","332"
"A2KA1H6AA3Y80G_dg_v15","2015-05-14","15:45:41","numberSum_v2","I chose based on the number I felt was on a ""hot streak."" If 21 won a few times in a row, I would keep going for 21. If 21 lost a few times in a row, I would switch to 16 and look for a hot streak. ","333"
"A1TS2SKXPX7ZED_dg_v15","2015-05-14","15:45:50","numberSum_v2","Just trying to eyeball the current ""trend"" seemed to work the best. Go with your gut.","334"
"A26RO8GGTQAXGG_dg_v15","2015-05-14","15:45:56","dawstage2_v2","just tried to follow the one winning money.","335"
"A3D6DQGF78M17W_dg_v15","2015-05-14","15:46:49","dawstage2_v2","If I found a combination that worked, I stuck with it until I started losing.  Then I would test out the other combinations until I found another that worked.","336"
"A3SFNMTK31EBV1_dg_v15","2015-05-14","15:47:46","numberSum_v2","I tried to feel for hot and cold streaks. I hit a long streak of 21 and stayed with it. It worked well for a while and paid out well.","337"
" ANA6D4XJOMR4I_dg_v15","2015-05-14","15:47:48","numberSum_v2","If I seemed to be getting points with a certain number I tried to keep clicking that number until my luck ran out.","338"
"A1ING769NXJIHR_dg_v15","2015-05-14","15:48:09","numberSum_v2","I chose one number as long as it gave positive results. Once it hit 1, 0 or a negative number I changed to the other number. If both numbers kept giving me negative digits I just kept selecting until a positive result occurred. ","339"
"ACNSYEVDLP6CU_dg_v15","2015-05-14","15:48:50","dawstage2_v2","tried to keep getting the same shape until it went to the negative numbers","340"
"AK9ZPW1WLYRL7_dg_v15","2015-05-14","15:48:59","numberSum_v2","To go on hot streaks with numbers","341"
"AM2DZGGTKZJA7_dg_v15","2015-05-14","15:49:41","baseline_v2","I was trying to notice if there was a certain pattern between even and odd numbers. I found that most of the time, odd numbers were the best choice.","342"
"A3L2Y7T97M2REM_dg_v15","2015-05-14","15:49:45","dawstage2_v2","no","343"
"A25CAT0W9W97Z8_dg_v15","2015-05-14","15:49:55","numberSum_v2","If i got a negative or zero I would switch to the other number. If i got a positive number I would continue with the same number.","344"
"A26JB3S9WW9EM6_dg_v15","2015-05-14","15:50:24","numberSum_v2","I just stuck with whatever gave me positive values all the way to the end, if I got a negative value I tried switching to the other number. Thank you for the opportunity to participate in your study! Have a nice day. :)","345"
"APO1EBH3QPZ7_dg_v15","2015-05-14","15:50:44","numberSum_v2","I picked the same number until it was negative a time or so, then swapped.","346"
"A37G0QJN4WHSG1_dg_v15","2015-05-14","15:50:58","dawstage2_v2","remembering the colors and numbers","347"
"A2V3P1XE33NYC3_dg_v15","2015-05-14","15:51:01","numberSum_v2","A strategy was difficult as they seemed to fluctuate quite frequently. I think I ended up in the black though. I just tried to stick with what won although it changed quickly.","348"
"A292QSLC0BUT0O_dg_v15","2015-05-14","15:51:06","noGoalInstructions_v","I stuck with one color til it got down to 1,0, or negative points then a swithced to the other color and tried to ride out the hot color streak then switch back to other color.","349"
"A2J2O6RH7OJD6W_dg_v15","2015-05-14","15:51:59","dawstage2_v2","not sure..just guessing","350"
"A3T31ON4227TL8_dg_v15","2015-05-14","15:52:14","numberSum_v2","Once I recieved a low or negative number for the first time, I switched to the other until I was making mony again.","351"
"A22J407U8T7EAD_dg_v15","2015-05-14","15:52:53","numberSum_v2","I would set a number and get it then if it was a winning number I would try and stick with it until it started losing.","352"
"AZSAF65XFKDK7_dg_v15","2015-05-14","15:53:04","noGoalInstructions_v","When 1 number got up to +5 I would keep clicking it until it went down to +1 and switch.","353"
"A1TLNLB9D87H6_dg_v15","2015-05-14","15:53:14","numberSum_v2","I really enoyed this. It was very fun! When I started to go in the red, I switched my prediction. Also, when I saw the 0, I thought it would change, so I would switch my prediction then as well.","354"
"A3SJSRPM5Y9BD3_dg_v15","2015-05-14","15:54:05","numberSum_v2","I bassically switched back and forth until I got ""+"" points. Then I would stay on that number till I started to get ""-""","355"
"A1D2EOCNB0NK0T_dg_v15","2015-05-14","15:54:09","baseline_v2","My strategy was to stick with a winning color and once that color drew green I would switch to the opposite color. If the opposite color continued to win I would play that until green appeared again or switch back to my original color if the opposite continued to lose.","356"
"A2ZV96GRXVSXK4_dg_v15","2015-05-14","15:55:02","baseline_v2","If one number was starting to give me negative points I would try to guess which color would give me positive points . I mostly stuck with blue . ","357"
"ATLCQW5CAWDLA_dg_v15","2015-05-14","15:55:18","noGoalInstructions_v","If the return for a color was less than zero, I would switch colors. Sometimes going back and forth trying to get positive returns.","358"
"A3RQN26FQAXYOI_dg_v15","2015-05-14","15:56:30","dawstage2_v2","My strategy was to stick to whatever pattern was making me points and run with it until it started giving me into the negatives. In the middle I started losing points and trying to find a patern but in the end I did a great job closing in on a pattern and attacking it. ","359"
"A38HODAQUKJKKS_dg_v15","2015-05-14","15:57:23","noGoalInstructions_v","I just try to pick the numbers that were giving me a higher score and minimize loss when they were both negative","360"
"A248TO3PTV0K5P_dg_v15","2015-05-14","15:58:01","numberSum_v2","I just tried my best.","361"
"A4QX9VKEF9IG0_dg_v15","2015-05-14","15:58:16","baseline_v2","I made the choices based on what color I wanted to see, then I started switching depending on if I received a negative or 0 score. ","362"
"A3NS1DN6J7Z3EU_dg_v15","2015-05-14","15:59:01","numberSum_v2","My initial strategy was basing it on positive or negative numbers.  If I was getting points, I kept at the number until it failed me a few times in a row, then I would switch.  Towards the end, when I found a hot number, I made a new strategy.  If 16 was hot, I would choose the lower number first then the higher number to make 16.  If 21 was hot, I chose the higher number first, then the lower number.  I felt like that strategy paid higher.","363"
"A5H4NEZ8LXFEY_dg_v15","2015-05-14","16:00:23","numberSum_v2","I chose numbers that either continued to rise in value, or slowly lost value until they were worth about -1 each. At that point I switched over to the other number. It took a few numbers at the outset to determine the pattern.","364"
"A17AH7B74XRKX1_dg_v15","2015-05-14","16:01:05","numberSum_v2","21 did best overall, but when it went cold I went to 16. I switched a little just to see. Seems like they both got better or worse at the same time, but one was usually better or worse still. ","365"
"A245ULD0JMXA1A_dg_v15","2015-05-14","16:01:11","dawstage2_v2","I tried to figure out the stratagy but it seemed like once I found it out it would change","366"
"A31KV6ETEFLOEM_dg_v15","2015-05-14","16:01:28","dawstage2_v2","When I found a pattern that worked I tried to stick with it.","367"
"A2GCGBONERIUDJ_dg_v15","2015-05-14","16:01:44","dawstage2_v2","i ramndomed","368"
"A217W59SA6LZSR_dg_v15","2015-05-14","16:02:51","dawstage2_v2","I just went with my instincts ","369"
"A2MFQ11WV445GC_dg_v15","2015-05-14","16:03:51","dawstage2_v2","My strategy was to go for the ones that remained consistent. I would check out each shape and see which offered the best bonus, and kept going for that shape until I started losing money from it, and then just approached the other shapes in the same manner.","370"
"A1FHS282JP487T_dg_v15","2015-05-14","16:05:41","numberSum_v2","I looked out for a pattern in point returns.","371"
"A2O7H7VXLFN6BP_dg_v15","2015-05-14","16:07:25","numberSum_v2","I honestly just winged it. I seemed to streak higher on 16 more so I chose 16 probably over 75% of the time. Whenever I lost opints on 16 more than 3 times in a row I tried 21.","372"
"AB2PIO3KBI9B2_dg_v15","2015-05-14","16:09:50","numberSum_v2","If one gave me a zero, I tried it again. If 16 gave me green, I kept going 16. If it was red, I would switch to 21.","373"
"A1P47Q6LZPLQ6P_dg_v15","2015-05-14","16:10:52","dawstage2_v2","Goal of same shape if last pay was 2 or more. If pay was 1 or 0, freely explore. If pay was negative, avoid shape on next pick.","374"
"A20JKA3L60PCCC_dg_v15","2015-05-14","16:12:10","dawstage2_v2","I used the information you gave me about the symbols getting hot and cold, I could tell when was one heating up and I would just ride with that choice until it got cold","375"
"A7NAGBJPLA2FR_dg_v15","2015-05-14","16:12:42","numberSum_v2","I just tried random numbers that added up to 16 or 21 sometimes it felt rigged because I woudlnt get any points for either numbers.","376"
"A1R3W25JDAUQ09_dg_v15","2015-05-14","16:12:50","numberSum_v2","i tried to change randomly, especially if i got a zero","377"
"A2JXSJ5AXGCADD_dg_v15","2015-05-14","16:19:14","noGoalInstructions_v","My strategy was to pick two colors and choose those ones for a while then switch to the other two colors every once in a while.","378"
"A38486AR058YJW_dg_v15","2015-05-14","16:19:39","numberSum_v2","Basically I just went by what I thought was doing well at the time. If I went for 16 and it was a -2 points for that round, I would try 21 the next round. If I started losing on 16, I would change to 21, until 21 started losing and I would change back. This seemed to be how it worked because 16 would be + points for a while then it would change to being - points and 21 would be the one with + points. I just went back and forth like this. There were only a couple times where it seemed both 16 and 21 were giving 0 or - points.","379"
"A2VM5D9YRFCM9W_dg_v15","2015-05-14","16:20:53","numberSum_v2","When the rewards declined to 1 point I tried to switch goal, but whenever I got a negative points number I switched hoping for better results. I tried to ignore the 0 results.","380"
"A3L2Y7T97M2REM_dg_v15","2015-05-14","16:23:13","numberSum_v2","no","381"
"AZNIEFUIVB2H0_dg_v15","2015-05-14","16:25:02","noGoalInstructions_v","fOLLOW ODD OR EVEN NUMBERS UNTIL VALUES TURNED NEGATIVE, THEN SWITCH","382"
"A1VC85P4XYKS4D_dg_v15","2015-05-14","16:25:41","numberSum_v2","do my best","383"
"A2WX9BYW5TI8OA_dg_v15","2015-05-14","16:34:17","numberSum_v2","That was so much fun!  I watched to notice when the numbers were paying out and would stay on that number until the payments started to get negative.  Once the number no longer paid out, I would switch to the other, until that number started to change. ","384"
"A2IIFLNPOHCIH2_dg_v15","2015-05-14","16:40:45","baseline_v2","I just went with what felt ""hot"" I did it quickly with little thought.","385"
"AEWGY34WUIA32_dg_v15","2015-05-14","16:41:25","dawstage2_v2","I went with the hot shapes. ","386"
"A1RW3IP4BG6674_dg_v15","2015-05-14","16:48:39","dawstage2_v2","It seemed like different shapes in each color would have reverse correlations.","387"
"A5YVMQWA2IYPF_dg_v15","2015-05-14","16:50:22","numberSum_v2","When the numbers were paying high I would stay with them till they got lower and change to the other number to see if it was going higher and would stay high. Then do the same thing till the other number got lower and switch from there.","388"
"A25AX0DNHKJCQT_dg_v15","2015-05-14","16:51:24","numberSum_v2","I took whatever numbers I noticed that would add to the numbers needed. I also tried to change my goal after one number credited a few times in a row.","389"
"A16SAB417Y96G4_dg_v15","2015-05-14","16:53:33","numberSum_v2","I would keep up on a hot streak as long as I could and after a couple negative numbers I would swap between 16 and 21. I stayed with 21 for a long time.","390"
"A3URTCMI5X52BY_dg_v15","2015-05-14","16:54:04","dawstage2_v2","Basically I chased the numbers that I believed at the time contained the shapes with the most points. The green shapes seemed to mix things up, which complicated the strategy.","391"
"A1LI3JQS2VBOXC_dg_v15","2015-05-14","16:54:52","dawstage2_v2","When one shape started losing, I switched to the other shape.","392"
"A2AAY4VT9L71SY_dg_v15","2015-05-14","16:57:50","dawstage2_v2","I tried to find whatever was paying positively and just milked it until it seemed to change. I guessed at the random ones and just went with my gut for them. I stuck with what was working.","393"
"A100Y89FZO4J0B_dg_v15","2015-05-14","16:57:55","numberSum_v2","I first tried to figure out which number was the hot hand and then stayed with it till the other number seemed like a better option","394"
"A1HBU82366WX00_dg_v15","2015-05-14","16:59:51","dawstage2_v2","Fun study.  I tried to stick with the ones that were paying the most points.  If the reward went down, I changed around and tried to figure out where the good ones were.  ","395"
"A1JV64BL3WCK0G_dg_v15","2015-05-14","17:02:34","dawstage2_v2","I would go through each option until I found the shape that was paying and then continue to use that one until it went it bad, then I would look for the next shape to use. In the beginning, it seemed like all the shapes were negatives, so it took me a bit to find a starting point.","396"
"A3OZ8KF0HWSVWK_dg_v15","2015-05-14","17:08:43","baseline_v2","I could never quite figure out the pattern but they did seem to comes in spurts and then the green color changed the color or something. I never got a handle on it, to be honest.","397"
"A3M4C5VPP7M4T1_dg_v15","2015-05-14","17:09:26","dawstage2_v2","I tried to go with the one that had the most amount of positive numbers.  When that changed I had to find another number that would take me to a positive number.","398"
"AMZE7O09XBRBA_dg_v15","2015-05-14","17:10:07","dawstage2_v2","I think the ""rewards"" were entirely rigged and it was irrelevant what I picked.","399"
"A35YZM09QR7IZG_dg_v15","2015-05-14","17:11:00","numberSum_v2","I kept with the same goal until it was apparent that it was no longer ""hot"". I usually waited at least 2 or 3 turns where it lost money before switching towards the other number goal and stayed there until that goal got cold as well.","400"
"A37ALRG0BRLQQ3_dg_v15","2015-05-14","17:11:21","dawstage2_v2","Hit it till it went into minus.","401"
"ATNP232YBYXN3_dg_v15","2015-05-14","17:14:06","dawstage2_v2","get the most points possible","402"
"A3HPLIWSXW3XV8_dg_v15","2015-05-14","17:14:21","dawstage2_v2","If a shape was good (4-5 points), I stayed with it, but if I noticed the points given by the shape going down to 2-3 points, I focused on another shape that was good, and so forth and so on.","403"
"AHDBHMH3AY1V2_dg_v15","2015-05-14","17:15:10","dawstage2_v2","Stick with the same thing until it dropped to 1 or less. Then try everything else to figure out which was currently worth most.","404"
"A26VB424KM3RSX_dg_v15","2015-05-14","17:16:09","numberSum_v2","undefined","405"
"A2WKZI3JQCE3Z6_dg_v15","2015-05-14","17:22:04","noGoalInstructions_v","Went for blue, it usually paid better.","406"
"ARQ9DY4UL4WJ4_dg_v15","2015-05-14","17:23:35","numberSum_v2","The stragegy I used to determine when to switch was when the specific number kept taking away points would be when I would swap over to the other number. ","407"
"AAO99PANYUZQ3_dg_v15","2015-05-14","17:26:15","numberSum_v2","Find the number that was lucky and giving out the best points","408"
